סמל_ישוב,שם_ישוב,סמל_נפה,נפה,קוד_לשכת_מנא,לשכת_מנא,קוד_מועצה_אזורית,מועצה_אזורית,סהכ,גיל_0_6,גיל_6_18,גיל_19_45,גיל_46_55,גיל_56_64,גיל_65_פלוס
3567      ,סלעית                    ,73        ,טול כרם                  ,42        ,פתח תקוה                 ,72        ,שומרון                   ,1293      ,194       ,388       ,458       ,124       ,50        ,79
3568      ,ריחן                     ,71        ,ג'נין                    ,32        ,חדרה                     ,72        ,שומרון                   ,316       ,47        ,75        ,116       ,39        ,28        ,11
3569      ,מבוא דותן                ,71        ,ג'נין                    ,32        ,חדרה                     ,72        ,שומרון                   ,482       ,77        ,130       ,184       ,35        ,21        ,35
3570      ,אריאל                    ,73        ,טול כרם                  ,48        ,אריאל                    ,0         ,                         ,20463     ,1680      ,3526      ,7621      ,2453      ,2251      ,2932
3571      ,שבי שומרון               ,72        ,שכם                      ,41        ,נתניה                    ,72        ,שומרון                   ,1034      ,179       ,308       ,364       ,48        ,52        ,83
3572      ,כפר תפוח                 ,73        ,טול כרם                  ,48        ,אריאל                    ,72        ,שומרון                   ,1294      ,261       ,431       ,456       ,53        ,33        ,60
3573      ,חלמיש                    ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,1257      ,156       ,358       ,454       ,96        ,77        ,116
3574      ,בית אל                   ,74        ,ראמאללה                  ,11        ,ירושלים                  ,0         ,                         ,6001      ,815       ,1845      ,2222      ,439       ,314       ,366
3575      ,בית חורון                ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,1438      ,196       ,448       ,506       ,122       ,79        ,87
3576      ,מצפה יריחו               ,75        ,ירדן )יריחו(             ,11        ,ירושלים                  ,73        ,מטה בנימין               ,2422      ,417       ,735       ,921       ,126       ,125       ,98
3578      ,שדמות מחולה              ,75        ,ירדן )יריחו(             ,23        ,עפולה                    ,75        ,ערבות הירדן              ,726       ,93        ,257       ,256       ,47        ,38        ,35
3579      ,אלון מורה                ,72        ,שכם                      ,48        ,אריאל                    ,72        ,שומרון                   ,1877      ,405       ,564       ,679       ,58        ,76        ,95
3598      ,ארגמן                    ,75        ,ירדן )יריחו(             ,23        ,עפולה                    ,75        ,ערבות הירדן              ,166       ,11        ,24        ,70        ,11        ,23        ,27
3599      ,מחולה                    ,75        ,ירדן )יריחו(             ,23        ,עפולה                    ,75        ,ערבות הירדן              ,619       ,91        ,203       ,208       ,38        ,23        ,56
3601      ,קליה                     ,75        ,ירדן )יריחו(             ,11        ,ירושלים                  ,74        ,מגילות ים המלח           ,441       ,42        ,85        ,168       ,57        ,66        ,23
3602      ,ראש צורים                ,76        ,בית לחם                  ,11        ,ירושלים                  ,76        ,גוש עציון                ,1027      ,155       ,396       ,364       ,61        ,27        ,24
3603      ,הר גילה                  ,76        ,בית לחם                  ,11        ,ירושלים                  ,76        ,גוש עציון                ,1605      ,162       ,460       ,590       ,168       ,132       ,93
3604      ,אלון שבות                ,76        ,בית לחם                  ,11        ,ירושלים                  ,76        ,גוש עציון                ,3555      ,376       ,981       ,1348      ,352       ,174       ,324
3605      ,משואה                    ,75        ,ירדן )יריחו(             ,23        ,עפולה                    ,75        ,ערבות הירדן              ,225       ,20        ,57        ,74        ,25        ,6         ,43
3606      ,גלגל                     ,75        ,ירדן )יריחו(             ,23        ,עפולה                    ,75        ,ערבות הירדן              ,183       ,15        ,17        ,88        ,13        ,42        ,8
3607      ,ייט"ב                    ,75        ,ירדן )יריחו(             ,23        ,עפולה                    ,75        ,ערבות הירדן              ,426       ,75        ,136       ,152       ,26        ,24        ,13
3608      ,מעלה אפרים               ,75        ,ירדן )יריחו(             ,23        ,עפולה                    ,0         ,                         ,1623      ,178       ,303       ,605       ,156       ,157       ,224
3609      ,חמרה                     ,75        ,ירדן )יריחו(             ,23        ,עפולה                    ,75        ,ערבות הירדן              ,188       ,16        ,37        ,66        ,23        ,6         ,40
3610      ,מצפה שלם                 ,75        ,ירדן )יריחו(             ,11        ,ירושלים                  ,74        ,מגילות ים המלח           ,223       ,16        ,34        ,88        ,46        ,36        ,3
3611      ,קרית ארבע                ,77        ,חברון                    ,11        ,ירושלים                  ,0         ,                         ,8075      ,1054      ,2121      ,2991      ,547       ,555       ,807
3612      ,בקעות                    ,75        ,ירדן )יריחו(             ,23        ,עפולה                    ,75        ,ערבות הירדן              ,217       ,26        ,52        ,69        ,25        ,8         ,37
3613      ,גיתית                    ,75        ,ירדן )יריחו(             ,23        ,עפולה                    ,75        ,ערבות הירדן              ,549       ,93        ,213       ,192       ,10        ,18        ,23
3614      ,מכורה                    ,75        ,ירדן )יריחו(             ,23        ,עפולה                    ,75        ,ערבות הירדן              ,195       ,17        ,47        ,62        ,27        ,11        ,31
3615      ,פצאל                     ,75        ,ירדן )יריחו(             ,23        ,עפולה                    ,75        ,ערבות הירדן              ,342       ,48        ,60        ,136       ,19        ,25        ,54
3616      ,מעלה אדומים              ,76        ,בית לחם                  ,11        ,ירושלים                  ,0         ,                         ,41225     ,3655      ,9338      ,15457     ,4816      ,3803      ,4156
3617      ,עופרה                    ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,3212      ,349       ,1008      ,1183      ,319       ,164       ,189
3618      ,אלעזר                    ,76        ,בית לחם                  ,11        ,ירושלים                  ,76        ,גוש עציון                ,2654      ,292       ,917       ,927       ,293       ,106       ,119
3619      ,רועי                     ,75        ,ירדן )יריחו(             ,23        ,עפולה                    ,75        ,ערבות הירדן              ,173       ,9         ,35        ,64        ,15        ,26        ,24
3620      ,נירן                     ,75        ,ירדן )יריחו(             ,23        ,עפולה                    ,75        ,ערבות הירדן              ,104       ,18        ,14        ,60        ,3         ,6         ,3
3637      ,מעלה שומרון              ,73        ,טול כרם                  ,48        ,אריאל                    ,72        ,שומרון                   ,995       ,139       ,265       ,361       ,83        ,57        ,90
3638      ,כפר אדומים               ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,4522      ,568       ,1444      ,1643      ,464       ,229       ,174
3639      ,ורד יריחו                ,75        ,ירדן )יריחו(             ,11        ,ירושלים                  ,74        ,מגילות ים המלח           ,371       ,43        ,100       ,142       ,36        ,22        ,28
3640      ,קרני שומרון              ,73        ,טול כרם                  ,48        ,אריאל                    ,0         ,                         ,8433      ,1116      ,1989      ,3216      ,609       ,741       ,762
3641      ,שילה                     ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,4382      ,917       ,1547      ,1510      ,160       ,125       ,123
3643      ,חיננית                   ,71        ,ג'נין                    ,32        ,חדרה                     ,72        ,שומרון                   ,1480      ,194       ,501       ,531       ,136       ,94        ,24
3644      ,גבעון החדשה              ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,1311      ,112       ,185       ,527       ,170       ,158       ,159
3645      ,בית הערבה                ,75        ,ירדן )יריחו(             ,11        ,ירושלים                  ,74        ,מגילות ים המלח           ,298       ,56        ,95        ,125       ,19        ,1         ,2
3646      ,חמדת                     ,75        ,ירדן )יריחו(             ,23        ,עפולה                    ,75        ,ערבות הירדן              ,258       ,42        ,105       ,88        ,23        ,0         ,0
3647      ,יקיר                     ,73        ,טול כרם                  ,48        ,אריאל                    ,72        ,שומרון                   ,2406      ,410       ,813       ,855       ,166       ,76        ,86
3648      ,מתתיהו                   ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,883       ,106       ,308       ,304       ,64        ,36        ,65
3649      ,שקד                      ,71        ,ג'נין                    ,32        ,חדרה                     ,72        ,שומרון                   ,973       ,137       ,244       ,377       ,87        ,61        ,67
3650      ,אפרת                     ,76        ,בית לחם                  ,11        ,ירושלים                  ,0         ,                         ,11650     ,1386      ,3263      ,4373      ,933       ,849       ,846
3651      ,מעלה מכמש                ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,1764      ,225       ,627       ,625       ,165       ,66        ,56
3652      ,בית אריה                 ,74        ,ראמאללה                  ,349       ,ראש העין                 ,0         ,                         ,5402      ,476       ,1351      ,1995      ,735       ,438       ,407
3653      ,מעלה עמוס                ,76        ,בית לחם                  ,11        ,ירושלים                  ,76        ,גוש עציון                ,706       ,143       ,238       ,255       ,25        ,28        ,17
3654      ,ברקן                     ,73        ,טול כרם                  ,48        ,אריאל                    ,72        ,שומרון                   ,2006      ,199       ,469       ,721       ,298       ,141       ,178
3655      ,ניל"י                    ,74        ,ראמאללה                  ,43        ,רמלה                     ,73        ,מטה בנימין               ,1805      ,197       ,521       ,647       ,221       ,147       ,72
3656      ,כרמל                     ,77        ,חברון                    ,11        ,ירושלים                  ,78        ,הר חברון                 ,510       ,88        ,163       ,182       ,34        ,34        ,9
3657      ,מעון                     ,77        ,חברון                    ,11        ,ירושלים                  ,78        ,הר חברון                 ,639       ,130       ,216       ,238       ,24        ,29        ,2
3658      ,עטרת                     ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,682       ,119       ,271       ,218       ,30        ,40        ,4
3659      ,פסגות                    ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,2054      ,374       ,696       ,721       ,104       ,91        ,68
3660      ,עמנואל                   ,73        ,טול כרם                  ,349       ,ראש העין                 ,0         ,                         ,4270      ,830       ,1266      ,1508      ,216       ,256       ,194
3709      ,מבוא חורון               ,74        ,ראמאללה                  ,43        ,רמלה                     ,73        ,מטה בנימין               ,2587      ,413       ,1088      ,816       ,155       ,48        ,67
3710      ,ברכה                     ,72        ,שכם                      ,48        ,אריאל                    ,72        ,שומרון                   ,2617      ,574       ,937       ,902       ,84        ,55        ,65
3712      ,ענב                      ,73        ,טול כרם                  ,41        ,נתניה                    ,72        ,שומרון                   ,945       ,180       ,275       ,337       ,42        ,55        ,56
3713      ,נעמ"ה                    ,75        ,ירדן )יריחו(             ,11        ,ירושלים                  ,75        ,ערבות הירדן              ,196       ,31        ,23        ,93        ,4         ,38        ,7
3715      ,עלמון                    ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,1491      ,167       ,371       ,588       ,169       ,102       ,94
3717      ,חרמש                     ,71        ,ג'נין                    ,32        ,חדרה                     ,72        ,שומרון                   ,274       ,14        ,60        ,92        ,37        ,42        ,29
3719      ,תלם                      ,77        ,חברון                    ,11        ,ירושלים                  ,78        ,הר חברון                 ,467       ,100       ,156       ,165       ,22        ,21        ,3
3720      ,שערי תקווה               ,73        ,טול כרם                  ,349       ,ראש העין                 ,72        ,שומרון                   ,5960      ,564       ,1531      ,2153      ,698       ,456       ,558
3722      ,אשכולות                  ,77        ,חברון                    ,11        ,ירושלים                  ,78        ,הר חברון                 ,584       ,58        ,178       ,228       ,78        ,23        ,19
3723      ,פני חבר                  ,77        ,חברון                    ,11        ,ירושלים                  ,78        ,הר חברון                 ,478       ,83        ,187       ,140       ,47        ,14        ,7
3724      ,נגוהות                   ,77        ,חברון                    ,11        ,ירושלים                  ,78        ,הר חברון                 ,376       ,75        ,164       ,126       ,9         ,2         ,0
3725      ,נווה דניאל               ,76        ,בית לחם                  ,11        ,ירושלים                  ,76        ,גוש עציון                ,2673      ,300       ,852       ,990       ,262       ,147       ,122
3726      ,נוקדים                   ,76        ,בית לחם                  ,11        ,ירושלים                  ,76        ,גוש עציון                ,2118      ,396       ,580       ,828       ,156       ,79        ,79
3727      ,עלי זהב                  ,73        ,טול כרם                  ,48        ,אריאל                    ,72        ,שומרון                   ,3217      ,800       ,1057      ,1177      ,86        ,51        ,46
3730      ,גבעת זאב                 ,74        ,ראמאללה                  ,11        ,ירושלים                  ,0         ,                         ,19435     ,2929      ,5039      ,7172      ,1362      ,1375      ,1558
3743      ,טנא                      ,77        ,חברון                    ,62        ,באר שבע                  ,78        ,הר חברון                 ,947       ,149       ,305       ,340       ,63        ,53        ,37
3744      ,ברוכין                   ,73        ,טול כרם                  ,48        ,אריאל                    ,72        ,שומרון                   ,1181      ,267       ,490       ,401       ,19        ,2         ,2
3745      ,מצדות יהודה              ,77        ,חברון                    ,11        ,ירושלים                  ,78        ,הר חברון                 ,545       ,88        ,148       ,214       ,27        ,45        ,23
3746      ,קרית נטפים               ,73        ,טול כרם                  ,48        ,אריאל                    ,72        ,שומרון                   ,901       ,167       ,331       ,312       ,51        ,21        ,19
3747      ,דולב                     ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,1425      ,192       ,435       ,556       ,111       ,96        ,35
3748      ,עתניאל                   ,77        ,חברון                    ,11        ,ירושלים                  ,78        ,הר חברון                 ,867       ,119       ,295       ,336       ,68        ,31        ,18
3749      ,יצהר                     ,72        ,שכם                      ,48        ,אריאל                    ,72        ,שומרון                   ,1705      ,415       ,637       ,570       ,48        ,23        ,12
3750      ,אלפי מנשה                ,73        ,טול כרם                  ,349       ,ראש העין                 ,0         ,                         ,8450      ,607       ,2140      ,3023      ,1162      ,706       ,812
3751      ,מגדלים                   ,72        ,שכם                      ,48        ,אריאל                    ,72        ,שומרון                   ,395       ,95        ,76        ,170       ,26        ,15        ,13
3752      ,מעלה לבונה               ,74        ,ראמאללה                  ,48        ,אריאל                    ,73        ,מטה בנימין               ,725       ,112       ,205       ,277       ,55        ,39        ,37
3754      ,אספר                     ,77        ,חברון                    ,11        ,ירושלים                  ,76        ,גוש עציון                ,851       ,212       ,286       ,293       ,20        ,25        ,15
3756      ,סוסיה                    ,77        ,חברון                    ,11        ,ירושלים                  ,78        ,הר חברון                 ,1272      ,220       ,394       ,492       ,76        ,76        ,14
3759      ,אדורה                    ,77        ,חברון                    ,13        ,בית שמש                  ,78        ,הר חברון                 ,478       ,82        ,151       ,172       ,33        ,26        ,14
3760      ,אורנית                   ,73        ,טול כרם                  ,349       ,ראש העין                 ,0         ,                         ,9521      ,852       ,2389      ,3419      ,1244      ,809       ,808
3762      ,איתמר                    ,72        ,שכם                      ,48        ,אריאל                    ,72        ,שומרון                   ,1240      ,218       ,452       ,427       ,66        ,49        ,28
3763      ,גבע בנימין               ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,5631      ,716       ,1777      ,2067      ,503       ,313       ,255
3764      ,חגי                      ,77        ,חברון                    ,11        ,ירושלים                  ,78        ,הר חברון                 ,699       ,123       ,253       ,256       ,33        ,33        ,1
3765      ,עלי                      ,72        ,שכם                      ,48        ,אריאל                    ,73        ,מטה בנימין               ,4248      ,807       ,1325      ,1586      ,271       ,117       ,142
3766      ,כרמי צור                 ,77        ,חברון                    ,11        ,ירושלים                  ,76        ,גוש עציון                ,1158      ,188       ,435       ,400       ,73        ,49        ,13
3767      ,נחליאל                   ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,751       ,144       ,277       ,259       ,30        ,22        ,19
3768      ,פדואל                    ,73        ,טול כרם                  ,48        ,אריאל                    ,72        ,שומרון                   ,2081      ,322       ,750       ,762       ,145       ,89        ,13
3769      ,הר אדר                   ,74        ,ראמאללה                  ,11        ,ירושלים                  ,0         ,                         ,4367      ,262       ,1110      ,1426      ,718       ,343       ,508
3770      ,חשמונאים                 ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,3259      ,314       ,633       ,1318      ,343       ,352       ,299
3777      ,סנסנה                    ,77        ,חברון                    ,62        ,באר שבע                  ,78        ,הר חברון                 ,530       ,84        ,244       ,176       ,26        ,0         ,0
3778      ,עץ אפרים                 ,73        ,טול כרם                  ,42        ,פתח תקוה                 ,72        ,שומרון                   ,2397      ,374       ,734       ,877       ,199       ,115       ,98
3779      ,כוכב יעקב                ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,9005      ,1709      ,3206      ,3175      ,438       ,275       ,202
3780      ,ביתר עילית               ,76        ,בית לחם                  ,11        ,ירושלים                  ,0         ,                         ,60839     ,12097     ,24085     ,20084     ,2809      ,1020      ,744
3781      ,קדר                      ,76        ,בית לחם                  ,11        ,ירושלים                  ,76        ,גוש עציון                ,1526      ,138       ,427       ,606       ,207       ,101       ,47
3782      ,רותם                     ,75        ,ירדן )יריחו(             ,11        ,ירושלים                  ,75        ,ערבות הירדן              ,224       ,37        ,103       ,64        ,20        ,0         ,0
3784      ,שמעה                     ,77        ,חברון                    ,11        ,ירושלים                  ,78        ,הר חברון                 ,777       ,162       ,199       ,306       ,64        ,32        ,14
3785      ,משכיות                   ,75        ,ירדן )יריחו(             ,11        ,ירושלים                  ,75        ,ערבות הירדן              ,257       ,82        ,93        ,77        ,5         ,0         ,0
3786      ,אבנת                     ,75        ,ירדן )יריחו(             ,11        ,ירושלים                  ,74        ,מגילות ים המלח           ,160       ,32        ,66        ,60        ,2         ,0         ,0
3787      ,נעלה                     ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,1924      ,204       ,600       ,669       ,243       ,94        ,114
3788      ,טלמון                    ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,4735      ,718       ,2016      ,1546      ,384       ,49        ,22
3790      ,נופים                    ,73        ,טול כרם                  ,48        ,אריאל                    ,72        ,שומרון                   ,868       ,115       ,257       ,288       ,85        ,54        ,69
3791      ,צופים                    ,73        ,טול כרם                  ,42        ,פתח תקוה                 ,72        ,שומרון                   ,2430      ,333       ,683       ,939       ,240       ,131       ,104
3793      ,אבני חפץ                 ,73        ,טול כרם                  ,41        ,נתניה                    ,72        ,שומרון                   ,1985      ,260       ,682       ,726       ,238       ,57        ,22
3794      ,בת עין                   ,76        ,בית לחם                  ,11        ,ירושלים                  ,76        ,גוש עציון                ,1636      ,305       ,475       ,635       ,92        ,74        ,55
3795      ,רבבה                     ,72        ,שכם                      ,48        ,אריאל                    ,72        ,שומרון                   ,2698      ,469       ,1129      ,891       ,171       ,22        ,16
3796      ,כפר האורנים              ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,2505      ,104       ,834       ,763       ,598       ,150       ,56
3797      ,מודיעין עילית            ,74        ,ראמאללה                  ,11        ,ירושלים                  ,0         ,                         ,75489     ,16674     ,31266     ,23509     ,2517      ,732       ,791
3822      ,רחלים                    ,72        ,שכם                      ,48        ,אריאל                    ,72        ,שומרון                   ,829       ,218       ,307       ,288       ,11        ,2         ,3
3823      ,גני מודיעין              ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,3358      ,405       ,1120      ,1246      ,258       ,166       ,163
3824      ,עמיחי                    ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,214       ,39        ,111       ,55        ,9         ,0         ,0
4000      ,חיפה                     ,31        ,חיפה                     ,31        ,חיפה                     ,0         ,                         ,322549    ,21587     ,47222     ,107438    ,37430     ,33525     ,75347
4001      ,בוקעאתא                  ,29        ,גולן                     ,21        ,צפת                      ,0         ,                         ,6656      ,523       ,1581      ,2826      ,818       ,445       ,463
4002      ,אלי-עד                   ,29        ,גולן                     ,22        ,טבריה                    ,71        ,גולן                     ,465       ,70        ,97        ,183       ,33        ,35        ,47
4003      ,אל-רום                   ,29        ,גולן                     ,21        ,צפת                      ,71        ,גולן                     ,473       ,41        ,94        ,170       ,56        ,58        ,54
4004      ,כפר חרוב                 ,29        ,גולן                     ,22        ,טבריה                    ,71        ,גולן                     ,522       ,52        ,83        ,208       ,56        ,71        ,52
4005      ,חספין                    ,29        ,גולן                     ,22        ,טבריה                    ,71        ,גולן                     ,1510      ,199       ,515       ,541       ,113       ,59        ,83
4006      ,קשת                      ,29        ,גולן                     ,22        ,טבריה                    ,71        ,גולן                     ,781       ,107       ,259       ,280       ,38        ,57        ,40
4007      ,יונתן                    ,29        ,גולן                     ,22        ,טבריה                    ,71        ,גולן                     ,674       ,85        ,231       ,240       ,58        ,35        ,25
4008      ,מעלה גמלא                ,29        ,גולן                     ,22        ,טבריה                    ,71        ,גולן                     ,588       ,70        ,128       ,244       ,45        ,33        ,68
4009      ,שעל                      ,29        ,גולן                     ,22        ,טבריה                    ,71        ,גולן                     ,318       ,50        ,55        ,121       ,21        ,40        ,31
4010      ,אודם                     ,29        ,גולן                     ,21        ,צפת                      ,71        ,גולן                     ,172       ,34        ,21        ,71        ,4         ,31        ,11
4011      ,אבני איתן                ,29        ,גולן                     ,22        ,טבריה                    ,71        ,גולן                     ,781       ,130       ,254       ,288       ,30        ,42        ,37
4012      ,אניעם                    ,29        ,גולן                     ,22        ,טבריה                    ,71        ,גולן                     ,577       ,19        ,123       ,231       ,98        ,58        ,48
4013      ,אורטל                    ,29        ,גולן                     ,22        ,טבריה                    ,71        ,גולן                     ,360       ,39        ,74        ,156       ,43        ,39        ,9
4014      ,נטור                     ,29        ,גולן                     ,22        ,טבריה                    ,71        ,גולן                     ,495       ,69        ,190       ,181       ,35        ,16        ,4
4015      ,בני יהודה                ,29        ,גולן                     ,22        ,טבריה                    ,71        ,גולן                     ,1270      ,104       ,258       ,433       ,158       ,129       ,188
4017      ,אלוני הבשן               ,29        ,גולן                     ,22        ,טבריה                    ,71        ,גולן                     ,428       ,48        ,168       ,156       ,30        ,23        ,3
4019      ,מיצר                     ,29        ,גולן                     ,22        ,טבריה                    ,71        ,גולן                     ,221       ,57        ,41        ,94        ,24        ,3         ,2
4021      ,גבעת יואב                ,29        ,גולן                     ,22        ,טבריה                    ,71        ,גולן                     ,719       ,72        ,171       ,257       ,71        ,40        ,108
4022      ,גשור                     ,29        ,גולן                     ,22        ,טבריה                    ,71        ,גולן                     ,316       ,29        ,64        ,122       ,48        ,44        ,9
4024      ,קלע                      ,29        ,גולן                     ,22        ,טבריה                    ,71        ,גולן                     ,327       ,31        ,82        ,116       ,48        ,20        ,30
4025      ,קדמת צבי                 ,29        ,גולן                     ,22        ,טבריה                    ,71        ,גולן                     ,559       ,78        ,99        ,231       ,50        ,73        ,28
4026      ,חד-נס                    ,29        ,גולן                     ,22        ,טבריה                    ,71        ,גולן                     ,878       ,61        ,193       ,315       ,162       ,90        ,57
4028      ,כנף                      ,29        ,גולן                     ,22        ,טבריה                    ,71        ,גולן                     ,483       ,32        ,134       ,191       ,81        ,43        ,2
4035      ,נמרוד                    ,29        ,גולן                     ,22        ,טבריה                    ,71        ,גולן                     ,18        ,0         ,3         ,7         ,6         ,2         ,0
4100      ,קצרין                    ,29        ,גולן                     ,22        ,טבריה                    ,0         ,                         ,8302      ,580       ,1636      ,2852      ,966       ,890       ,1378
4101      ,מרום גולן                ,29        ,גולן                     ,21        ,צפת                      ,71        ,גולן                     ,812       ,59        ,185       ,278       ,125       ,70        ,95
4201      ,מג'דל שמס                ,29        ,גולן                     ,21        ,צפת                      ,0         ,                         ,11365     ,888       ,2569      ,4679      ,1584      ,767       ,878
4203      ,מסעדה                    ,29        ,גולן                     ,21        ,צפת                      ,0         ,                         ,4069      ,363       ,1036      ,1651      ,474       ,268       ,277
4204      ,מבוא חמה                 ,29        ,גולן                     ,22        ,טבריה                    ,71        ,גולן                     ,582       ,59        ,109       ,213       ,58        ,46        ,97
4301      ,אפיק                     ,29        ,גולן                     ,22        ,טבריה                    ,71        ,גולן                     ,378       ,42        ,67        ,138       ,33        ,50        ,48
4303      ,נווה אטי"ב               ,29        ,גולן                     ,21        ,צפת                      ,71        ,גולן                     ,195       ,19        ,28        ,77        ,13        ,22        ,36
4304      ,נוב                      ,29        ,גולן                     ,22        ,טבריה                    ,71        ,גולן                     ,911       ,138       ,288       ,327       ,41        ,38        ,79
4501      ,ע'ג'ר                    ,29        ,גולן                     ,21        ,צפת                      ,0         ,                         ,2655      ,264       ,744       ,1203      ,222       ,125       ,97
4502      ,עין קנייא                ,29        ,גולן                     ,21        ,צפת                      ,0         ,                         ,2371      ,199       ,593       ,988       ,279       ,148       ,164
4503      ,עין זיוון                ,29        ,גולן                     ,21        ,צפת                      ,71        ,גולן                     ,411       ,54        ,84        ,150       ,50        ,31        ,42
4551      ,נאות גולן                ,29        ,גולן                     ,22        ,טבריה                    ,71        ,גולן                     ,649       ,79        ,161       ,225       ,67        ,57        ,60
4701      ,רמת מגשימים              ,29        ,גולן                     ,22        ,טבריה                    ,71        ,גולן                     ,757       ,86        ,235       ,260       ,62        ,38        ,76
4702      ,רמות                     ,29        ,גולן                     ,22        ,טבריה                    ,71        ,גולן                     ,666       ,69        ,163       ,216       ,76        ,21        ,121
5000      ,תל אביב - יפו            ,51        ,תל אביב                  ,51        ,ת"א - מרכז               ,0         ,                         ,545224    ,37091     ,67108     ,220657    ,63572     ,49736     ,107060
6000      ,באקה אל-גרביה            ,32        ,חדרה                     ,32        ,חדרה                     ,0         ,                         ,29751     ,2940      ,8034      ,12205     ,3082      ,1843      ,1647
6100      ,בני ברק                  ,52        ,רמת גן                   ,54        ,בני ברק                  ,0         ,                         ,206880    ,35601     ,61032     ,69741     ,12746     ,10336     ,17424
6200      ,בת ים                    ,53        ,חולון                    ,53        ,חולון                    ,0         ,                         ,158613    ,9384      ,20680     ,50336     ,19778     ,17695     ,40740
6300      ,גבעתיים                  ,52        ,רמת גן                   ,52        ,רמת גן                   ,0         ,                         ,63057     ,5131      ,9167      ,23302     ,7627      ,5367      ,12463
6400      ,הרצליה                   ,51        ,תל אביב                  ,57        ,הרצליה                   ,0         ,                         ,107441    ,7308      ,16861     ,35725     ,13032     ,10792     ,23723
6500      ,חדרה                     ,32        ,חדרה                     ,32        ,חדרה                     ,0         ,                         ,103479    ,9069      ,18349     ,36697     ,11676     ,10213     ,17475
6600      ,חולון                    ,53        ,חולון                    ,53        ,חולון                    ,0         ,                         ,212118    ,15857     ,35763     ,70651     ,25130     ,20682     ,44035
6700      ,טבריה                    ,22        ,כנרת                     ,22        ,טבריה                    ,0         ,                         ,49004     ,4901      ,9187      ,17513     ,5170      ,4883      ,7350
6800      ,קרית אתא                 ,31        ,חיפה                     ,31        ,חיפה                     ,0         ,                         ,63203     ,5129      ,10800     ,22101     ,7179      ,6586      ,11408
6900      ,כפר סבא                  ,42        ,פתח תקווה                ,47        ,כפר סבא                  ,0         ,                         ,109972    ,8918      ,19688     ,36683     ,12509     ,10026     ,22148
7000      ,לוד                      ,43        ,רמלה                     ,43        ,רמלה                     ,0         ,                         ,82231     ,8657      ,17670     ,29097     ,8417      ,6798      ,11592
7100      ,אשקלון                   ,61        ,אשקלון                   ,61        ,אשקלון                   ,0         ,                         ,154987    ,13885     ,27383     ,55040     ,16726     ,15466     ,26487
7200      ,נס ציונה                 ,44        ,רחובות                   ,44        ,רחובות                   ,0         ,                         ,49242     ,4126      ,11624     ,16635     ,6370      ,3836      ,6651
7300      ,נצרת                     ,25        ,נצרת                     ,25        ,נצרת עילית               ,0         ,                         ,81955     ,6803      ,18055     ,33234     ,9591      ,6711      ,7561
7400      ,נתניה                    ,41        ,השרון                    ,41        ,נתניה                    ,0         ,                         ,248482    ,20124     ,43058     ,83272     ,26903     ,23813     ,51312
7500      ,סח'נין                   ,24        ,עכו                      ,24        ,עכו                      ,0         ,                         ,32492     ,3297      ,8240      ,13682     ,3698      ,1855      ,1720
7600      ,עכו                      ,24        ,עכו                      ,24        ,עכו                      ,0         ,                         ,56390     ,4447      ,10007     ,20687     ,6279      ,6043      ,8927
7700      ,עפולה                    ,23        ,עפולה                    ,23        ,עפולה                    ,0         ,                         ,55858     ,5559      ,9615      ,20345     ,5702      ,5647      ,8990
7800      ,פרדס חנה-כרכור           ,32        ,חדרה                     ,32        ,חדרה                     ,0         ,                         ,44328     ,4413      ,9852      ,15244     ,5440      ,3762      ,5617
7900      ,פתח תקווה                ,42        ,פתח תקווה                ,42        ,פתח תקוה                 ,0         ,                         ,268257    ,24292     ,52256     ,92411     ,30875     ,22354     ,46069
